Title,Company_Name,Type,Colour ,orginal_price,dicounted_price,Discount,Rating,Location
Essager Wired Headphones With Microphone 3.5mm Jack For Xiaomi Samsung Phone Computer Stereo Earphone Earbuds In Ear Headset,Essager,Wireless,White,1284,769,-40%,,China
Headphones Bluetooth 5.0 Bone Conduction Headsets Wireless Sports Earphones Handsfree Headsets,Headphones,Earphone,Red,3203,3103,-3%,,Free Shipping
Baseus H19 Wired Earphones 6D Stereo Bass Headphones,Baseus,In-Ear,Black,1200,850,-29%,,Bangladesh
BBOOM【In stock】 TWS4 Mini Bluetooth-compatible V5.0+EDR Earphone Wireless Headphone Intelligent Noise Reduction Waterproof Headset Stereo Sound Earbuds With Mic High quality plug and play,BBOOM【In,In-Ear,baby pink,1791,1152,-36%,,China
"Ecocc【In stock】 H-aylou GT6 Automatic Pairing Bluetooth-compatible 5.2 Earphones ,Mono and AAC Stereo Sound Wireless Low Latency Headphones Spot delivery",Ecocc【In,Earphone,Active black,3216,1941,-40%,,China
Ecocc【In stock】 MD128 Gaming Headsets Low Latency TWS Bluetooth Headphone Sound Positioning Wireless Earphone Noise Cancelling Gaming Earbuds Easy and portable installation and use,Ecocc【In,Wireless,White,2262,1322,-42%,,China
Ecocc【In stock】 L-enovo LP1S Wireless Headphones Touch Control HIFI Stereo Sound Earphone Sport Waterproof Bluetooth-compatible Headphones with Mic Spot delivery,Ecocc【In,In-Ear,Red,3121,1664,-47%,,China
"Ecocc【In stock】 Bone Conduction Headphones Bluetooth wireless Sports Earphone Headset Stereo Hands-free with microphone For Running Multifunctional, universal and efficient",Ecocc【In,Earphoone,Black,2230,1393,-38%,,China
"BBOOM【In stock】 Bone Conduction Headphones Bluetooth-compatible Wireless Waterproof Comfortable Wear Open Ear Hook Light Weight Not In-ear Sports Earphones Multifunctional, universal and efficient",BBOOM【In,In-Ear,baby pink,1953,1271,-35%,,China
Ecocc【In stock】 Wireless Bluetooth-compatible Earphones J-BL TWS-18x8 True Stereo Earbuds Bass Sound Headphones Headset with Mic Charging Case Spot delivery,Ecocc【In,Wireless,Active black,2006,1113,-45%,,China
"Ecocc【In stock】 Wireless Bluetooth Earphones Single Ear Hook Business Stereo Headphones Headset Handsfree Sports Earphones With Microphone Multifunctional, universal and efficient",Ecocc【In,Earphone,White,1572,910,-42%,,China
Ecocc【In stock】 Gaming Headsets Low Latency TWS Bluetooth Headphone Sound Positioning Wireless Earphone Noise Cancelling Gaming Earbuds Easy and portable installation and use,Ecocc【In,In-Ear,Red,2487,1342,-46%,,China
BBOOM【In stock】 TWS Wireless Bluetooth-compatible Headphones Handsfree Earphones with Charging Box HIFI Stereo Earbud Headset Easy and portable installation and use,BBOOM【In,In-Ear,Black,1962,1298,-34%,,China
BBOOM【In stock】 New VG02 Bluetooth Earphone Conceptual Bone Conduction Headphone TWS Sport Waterproof Wireless Headset Fast delivery from stock,BBOOM【In,Earphone,baby pink,1910,1315,-31%,,China
BBOOM【In stock】 3.5mm/USB Interface Head-mounted Gaming Headset Laptop Computer PC Earphon With Microphone Wired Stereo Headphones Spot delivery,BBOOM【In,Wireless,Active black,2010,1258,-37%,,China
BBOOM【In stock】 Y50 Earbuds TWS Earphone Bluetooth-compatible 5.0 Tpoch Control Wireless In-Ear Headphone with Power Display Easy and portable installation and use,BBOOM【In,In-Ear,White,1760,1228,-30%,,China
BBOOM【In stock】 G6s Wireless Headphones Gaming For Mobile Headset with Microphone Cool LED Bluetooth-Compatible V5.0 TWS Earbuds Easy and portable installation and use,BBOOM【In,Earphoone,Red,1922,1307,-32%,,China
"BBOOM【In stock】 Sleeping mask with wireless Joseche 5.0. headset with built-in speakers, washable microphone (black) Easy and portable installation and use",BBOOM【In,In-Ear,Black,2221,1364,-39%,,China
Official Samsung S10 S10+ Earphones with Mic,Official,Wireless,baby pink,3500,1990,-43%,,Bangladesh
Vivo In Ear Earphone Best Sound quality for All Phone  - White,Vivo,Earphone,Active black,250,101,-60%,,Bangladesh
Headphones for samsung,Headphones,In-Ear,White,,180,,,Bangladesh
Hifi Super Loud Bass Audio Creative Earphone With Leather Pouch EP-530,Hifi,In-Ear,Red,280,250,-11%,,Bangladesh
Buds 2 In-Ear Headphones Earphone Magnet in-Ear,Buds,Earphone,Black,199,78,-61%,,Bangladesh
P47 Wireless Bluetooth 4.1 Headphones Foldable Over-Ear Headset 3.5mm Music Earphones FM Radio TF Card Slot Hands-Free W / My,P47,Wireless,baby pink,,332,,,Bangladesh
High Bass Audio Earphone with Pouch,High,In-Ear,Active black,500,110,-78%,,Bangladesh
OppoEar phone Head phone For Phones 3.5mm Jack with Mic best bazz White Color,OppoEar,Earphoone,White,160,57,-64%,,Bangladesh
UiiSii HM12 Gaming Headset On-Ear Deep Bass Good Treble Earphone - With Pouch,UiiSii,In-Ear,Red,550,320,-42%,,Bangladesh
CREATIVE EP-530 Earphone with Mic High Bass Audio Creative Earphone with Pouch EP-530,CREATIVE,Wireless,Black,290,250,-14%,,Free Shipping
Oppo In Ear Earphone Best Bass Sound Quality For All Android - White,Oppo,Earphone,baby pink,240,114,-53%,,Free Shipping
UiiSii HM12 Gaming Headset Good Treble Earphone,UiiSii,In-Ear,Active black,,315,,,Bangladesh
Yfashion Replacement Headphone Ear Pads Soft Sponge Cushion for Marshall Major 1 2 Headphone Accessories Earpads I II Headset,Yfashion,In-Ear,White,660,460,-30%,,China
Uiisii C100 in-ear with microphone subwoofer portable earphone game music sports headphones for IOS Android phone,Uiisii,Earphone,Red,550,209,-62%,,Bangladesh
CREATIVE Best quality Androied phone In Ear Phone,CREATIVE,Wireless,Black,,145,,,Bangladesh
Vivo/Oppo/MI In Ear Earphone Good Bass Sound Quality For All Android - White Color,Vivo/Oppo/MI,In-Ear,baby pink,300,130,-57%,,Bangladesh
Remax Headphones,Remax,Earphoone,Active black,,350,,,Bangladesh
Essager Wired Headphones With Microphone 3.5mm Jack For Xiaomi Samsung Phone Computer Stereo Earphone Earbuds In Ear Headset,Essager,In-Ear,White,1815,1143,-37%,,China
D-109 In-Ear Earphone  UNIVERSAL EARPHONE  3.5MM CONNECTOR PERFECT SOUND QUALITY,D-109,Wireless,Red,500,200,-60%,,Bangladesh
Vivo In Ear Earphone Best Music Sound Quality For All Android - White Color,Vivo,Earphone,Black,250,125,-50%,,Bangladesh
KZ ZS3 In Ear Headphones Stereo Headset Ear Hook Running Sport Earphone Noise Cancelling Earbuds Headphones With Microphone,KZ,In-Ear,baby pink,1500,875,-42%,,Bangladesh
High Bass Audio Creative Earphone with Pouch (EP-530) - Black,High,In-Ear,Active black,300,132,-56%,,Bangladesh
High Bass Audio Creative Earphone With Pouch EP-530 (Original),High,Earphone,White,370,150,-59%,,Free Shipping
UiiSii HM13 in-Ear Music Headphones with Mic 3.5mm Plug Earphone Heavy Bass Headset Game Sport Music Earphone,UiiSii,Wireless,Red,,530,,,Bangladesh
Realme Buds Wired Earphones With Mic,Realme,In-Ear,Black,500,200,-60%,,Bangladesh
Orignal Creative High Bass Audio Earphone,Orignal,Earphoone,baby pink,275,190,-31%,,Bangladesh
Lenovo HE05 Bluetooth Headphones Wireless Headsets Sport Neckband,Lenovo,In-Ear,Active black,790,399,-49%,,Bangladesh
"Realme Buds-headphones, Magnetic strap design, wired.",Realme,Wireless,White,,200,,,Bangladesh
P47 Headband Foldable Stereo Bluetooth Headphones Wireless Headse,P47,Earphone,Red,450,380,-16%,,Bangladesh
Vivo In Ear Earphone Best Sound quality for any Android - White,Vivo,In-Ear,Black,250,114,-54%,,Free Shipping
Mobile Stor - Ear Earphones Fashion Stereo Bass Headphones With Microphone Headset.,Mobile,In-Ear,baby pink,,175,,,Bangladesh
QKZ CK9 3.5mm Wired Headphones Dual Moving Coil In-ear Headset Heavy Bass Stereo Music Earphones In-line Control with Microphone Storage Box,QKZ,Earphone,Active black,899,369,-59%,,Free Shipping
Oppo In Ear Earphone Good Bass Sound Quality For All Android - White Color,Oppo,Wireless,White,150,80,-47%,,Bangladesh
OPPO In Ear Earphone Good Bass Sound Quality For All Android - White Color,OPPO,In-Ear,Red,240,156,-35%,,Free Shipping
In-Ear Headphone 3.5mm Wired Earphones T110 Stereo Music Deep Bass Earbuds Sports Headset In-line Control Handsfree with Microphone,In-Ear,Earphoone,Black,1200,649,-46%,,Bangladesh
HM12 Gaming Headphone On-Ear Deep Bass,HM12,In-Ear,baby pink,640,340,-47%,,Bangladesh
Orignal Creative High Bass Audio Earphone.,Orignal,Wireless,Active black,250,110,-56%,,Bangladesh
Super Quality Deep Bass Wireless Headphones,Super,Earphone,White,300,193,-36%,,Bangladesh
Orignal Creative High Bass Audio Earphone,Orignal,In-Ear,Red,,175,,,Bangladesh
QKZ AK6 Sports Earphones Dynamic,QKZ,In-Ear,Black,600,375,-38%,,Bangladesh
Oppo In Ear Earphone Best Bass Sound Quality For All Android Bucata,Oppo,Earphone,baby pink,200,125,-38%,,Free Shipping
Mi Clear Bass Stereo In-Eae Wired Earphones,Mi,Wireless,Active black,400,199,-50%,,Bangladesh
BUY 1 GET 1 FREE-Saamsung In Ear Headphones-For All Phones,BUY,In-Ear,White,220,130,-41%,,Bangladesh
In-Ear Headphones 	QKZ DM7 Zinc Alloy In Ear HiFi Earphone Stereo Bass Headset QKZ DM7 Zinc Alloy In Ear HiFi Earphone Stereo Bass Headset QKZ DM7 Zinc Alloy In Ear HiFi Earphone Stereo Bass Headset,In-Ear,Earphoone,Red,520,474,-9%,,Bangladesh
Lenovo HE05 Bluetooth Headphones Wireless Headsets Sport,Lenovo,In-Ear,Black,1200,800,-33%,,Bangladesh
UiiSii HM12 Gaming Headset Good Treble Earphone,UiiSii,Wireless,baby pink,,315,,,Bangladesh
OXpower Good Sound Quality Headphones Wired Earphone With Mic,OXpower,Earphone,Active black,150,69,-54%,,Bangladesh
UiiSii HM12 Gaming Headset On-Ear Deep Bass Good Treble Earphone - With Pouch,UiiSii,In-Ear,White,500,299,-40%,,Bangladesh
MK-36 Wireless In-ear Headphones Pure-bass Workout Earphones,MK-36,In-Ear,Red,800,540,-33%,,Bangladesh
Realme buds 2 Wired Music Earphone in-ear Headphones,Realme,Earphone,Black,100,99,-1%,-2,Free Shipping
Creative EP-530 Earphone,Creative,Wireless,baby pink,299,159,-47%,,Bangladesh
realme Buds Classic,realme,In-Ear,Active black,600,580,-3%,,Bangladesh
Vivo/Oppo/MI In Ear Earphone Good Bass Sound Quality For All Android - White Color,Vivo/Oppo/MI,Earphoone,White,250,98,-61%,,Bangladesh
buy 1 get 1 Vivo In Ear Earphone Best Sound quality with free one - White,buy,In-Ear,Red,220,110,-50%,,Bangladesh
KZ EDX Pro EDC HIFI Bass Earphones Magnetic Dynamic Sport Running 3.5mm Wired In Ear Headphones Stereo Noise Cancelling With Mic,KZ,Wireless,Black,1400,775,-45%,,Bangladesh
Buds Air TWS Earphone True Wireless Bluetooth Headset,Buds,Earphone,baby pink,400,365,-9%,,Bangladesh
M15 TWS Touch Wireless Bluetooth 5.1 Headphone Noise Reduction In The Ear Stereo Headsets Sport Earphones Wireless Earbuds,M15,In-Ear,Active black,2250,730,-68%,,Bangladesh
Mi In Ear Earphone Best Sound quality for any Android - White,Mi,In-Ear,White,299,69,-77%,,Bangladesh
Vivo In Ear Earphone Best Sound quality for any Android - White,Vivo,Earphone,Red,120,49,-59%,-1,Bangladesh
Oppo In Ear Earphone for Android - White,Oppo,Wireless,Black,199,69,-65%,,Bangladesh
Sports Bass Hi-Fi Audio Powerful Bass Blast Earphones,Sports,In-Ear,baby pink,150,80,-47%,,Free Shipping
Sports Bass Hi-Fi Audio Powerful Bass Blast Earphones - White & Black,Sports,Earphoone,Active black,150,85,-43%,,Free Shipping
BBOOM 2021 New Headphone Conceptual Bone Conduction Earphones Touch Bluetooth Earphone Wireless Headset TWS Sport Waterproof Earbuds Fast delivery from stock,BBOOM,In-Ear,White,4192,2646,-37%,,China
Universal 3.5mm Sports Wired Headset Earphone Any Mobile Phone Support,Universal,Wireless,Red,150,80,-47%,,Free Shipping
Ear phone Head phone For Phones 3.5mm Jack with Mic best bazz,Ear,Earphone,Black,,145,,,Free Shipping
Stereo Earphone Audio Extra Bass Headphones Any Mobile Phone Support,Stereo,In-Ear,baby pink,150,85,-43%,,Free Shipping
Vivo In Ear Earphone Best Sound quality for any Android - White,Vivo,In-Ear,Active black,299,199,-33%,,Bangladesh
Ear phone Head phone For Phones 3.5mm Jack with Mic best bazz,Ear,Earphone,White,,150,,,Free Shipping
Ecocc New hot-selling bass noise reduction M22 TWS Wireless Earphone Touch Bluetooth Headsets In The Ear Stereo Music Earplugs Sport Waterproof Headphones 9D Noise Reduction High quality plug and play,Ecocc,Wireless,Red,2753,1608,-42%,,China
Oppo Ear phone Head phone For Phones 3.5mm Jack with Mic best bazz White Colour,Oppo,In-Ear,Black,,155,,,Free Shipping
Universal Sleep In-ear Earphone Comfortable Light Noise Cancelling Weight 3.5mm HiFi Wired Headphone for Sleep,Universal,Earphoone,baby pink,693,446,-36%,,Free Shipping
In-Ear Sport Headphones For Xiaomi Earphone For Phone Stereo Bass Headset Metal Wired Earphone HiFi Headphones Mic For Samsung,In-Ear,In-Ear,Active black,500,200,-60%,,Free Shipping
UiiSii HM12 Wired Half In-Ear Deep Bass Earphones With Mic,UiiSii,Wireless,White,550,360,-35%,,Bangladesh
UiiSii HM12 Gaming Headset On-Ear Deep Bass Good Treble Earphone,UiiSii,Earphone,Red,,400,,,Bangladesh
UiiSii UX Wired Eraphones with Mic,UiiSii,In-Ear,Black,700,340,-51%,,Free Shipping
Lenovo HF140 Wired Headphones 3.5mm Jack Super Bass Stereo Metal In-ear Earphone with Mic Noise Cancelling,Lenovo,In-Ear,baby pink,,499,,,Bangladesh
QKZ CK9 3.5mm Wired Headphones Dual Moving Coil In-ear Headset Heavy Bass Stereo Music Earphones In-line Control with Microphone Storage Box,QKZ,Earphone,Active black,431,308,-29%,,Free Shipping
Uiisii C100 in-ear with microphone subwoofer portable earphone game music sports headphones for IOS and Android phone,Uiisii,Wireless,White,690,249,-64%,,Free Shipping
Ecocc【COD】 Bone conduction Concept Headphones Bluetooth wireless Sports Earphone Headset Stereo Hands-free with microphone For Running Fast delivery from stock,Ecocc【COD】,In-Ear,Red,1697,1020,-40%,,China
Ecocc TWS Bluetooth 5.0 Earphones Wireless Headphones HIFI Sounds Handsfree Earbuds Stereo High quality plug and play,Ecocc,Earphoone,Black,1826,985,-46%,,China
Ecocc Essager Wired Headphones With Microphone 3.5mm Jack For Xiaomi Samsung Phone Computer Stereo Earphone Earbuds In Ear Headset Fast delivery from stock,Ecocc,In-Ear,baby pink,1179,633,-46%,,China
Bass Heads M520 Universal Earphone Bass Heads With Mic Headphones,Bass,Wireless,Active black,120,80,-33%,,Bangladesh
Awei S80vi Wired In-ear Headphones Earphones Headset,Awei,Earphone,White,900,371,-59%,-4,Free Shipping
Ecocc New hot-selling bass noise reduction ANC Active Noise Cancelling B11 Bluetooth Headset Wireless Sports Subwoofer In-Ear Headphones High quality plug and play,Ecocc,In-Ear,Red,2301,1163,-49%,,China
3.5mm HIFI in-ear Earset Adjustable Volume Hands-free Wired Earphone for Huawei Xiaomi In stock,3.5mm,In-Ear,Black,344,241,-30%,,Free Shipping
Uiisii C100 in-ear with microphone subwoofer portable earphone game music sports headphones for IOS and Android phone,Uiisii,Earphone,baby pink,690,249,-64%,,Free Shipping
Uiisii C100 in-ear with microphone subwoofer portable earphone game music sports headphones for IOS and Android phone,Uiisii,Wireless,Active black,690,249,-64%,,Free Shipping
"PLEXTONE G23 Earphone Gaming Headset Earbuds - E-Sports Metal Gaming Tuner Gadget - 3.5mm Headphones with mic and vol - for Mobile phone, PC, and Laptop",PLEXTONE,In-Ear,White,1569,1369,-13%,,China
Headphones Baseus Encok H16 3.5mm Wired Earphone H16 8D Stereo HD Mic Headphone,Headphones,Earphoone,Red,990,799,-19%,,Bangladesh
Lenovo HF170 Half In-ear Wired Headset with Microphone 3.5mm Jack Gaming Music Earphone,Lenovo,In-Ear,Black,,599,,,Bangladesh
TE 4.5mm In-ear Bowl Type Silicone Earphones Ear Caps Soft Headphone Cover Silicone Earplugs Headset Cover,TE,Wireless,baby pink,319,245,-23%,,Free Shipping
TE 4.5mm In-ear Bowl Type Silicone Earphones Ear Caps Soft Headphone Cover Silicone Earplugs Headset Cover,TE,Earphone,Active black,319,245,-23%,,Free Shipping
BestLife BQEYZ K2 Wired In-ear Headphones DIY Earphones 2BA+2DD Hybrid Dynamic HIFI Earbuds Bass Running Sport Earphone With Removable Cable,BestLife,In-Ear,White,1894,1353,-29%,,Free Shipping
Ecocc TWS Wireless Bluetooth Mini Headphones Waterproof Stereo Sports Earbuds Noise Canceling In-Ear Hands-Free Microphone Earphone Fast delivery from stock,Ecocc,In-Ear,Red,2023,1023,-49%,,China
REMAX RM-610D Pure Music Headphones Black/ Red/ Silver/ Gold,REMAX,Earphone,Black,450,199,-56%,,Bangladesh
BBOOM New hot-selling bass noise reduction M22 TWS Wireless Earphone Touch Bluetooth Headsets In The Ear Stereo Music Earplugs Sport Waterproof Headphones 9D Noise Reduction Fast delivery from stock,BBOOM,Wireless,baby pink,3448,2497,-28%,,China
Ecocc【In stock】 Unilateral Hanging EarDigital display Wireless Bluetooth-compatible Headset Microphone Bluetooth-compatible Stereo Headset with Sports Headset Business High quality plug and play,Ecocc【In,In-Ear,Active black,1586,905,-43%,,China
Any mobile supported ear headphones,Any,Earphoone,White,149,79,-47%,,Bangladesh
Awei S-88HI Earphone,Awei,In-Ear,Red,1500,982,-35%,,Free Shipping
Plextone G30 Deep Bass In-ear Earphones Magnetic Headset With Built-in Dual Mic Noise Cancelling,Plextone,Wireless,Black,1999,1449,-28%,,Bangladesh
Headset for mobile phone computer game subwoofer eating chicken headphones game Headphones wired headphones black blue,Headset,Earphone,baby pink,820,601,-27%,,Free Shipping
TE Suitable For Headphones Monster Mixer Earphone Sponge Cover Protein Skin Earmuffs Black White JZF-98,TE,In-Ear,Active black,278,214,-23%,,Free Shipping
Lenovo HE08 Headset Dual Dynamic Wireless Sports Headphones HIFI Stereo HD Call Waterproof Neckband,Lenovo,In-Ear,White,1499,949,-37%,,Bangladesh
TE Mini Square Headset Box Earphone Cable Storage Case Wireless Earphone Case For Apple AirPods Case,TE,Earphone,Red,270,208,-23%,,Free Shipping
Ecocc TWS Bluetooth 5.1 Earphones Charging Box Wireless Headphone 9D Stereo Sports Earbuds Headsets With Microphone High quality plug and play,Ecocc,Wireless,Black,1724,1055,-39%,,China
Ecocc Wired Gaming Headset Earphone AKP9 Earbuds In-Ear Headphones with Dual Mic High quality plug and play,Ecocc,In-Ear,baby pink,1477,899,-39%,,China
BBOOM Gaming Headsets Low Latency TWS Bluetooth Headphone Sound Positioning Wireless Earphone Noise Cancelling Gaming Earbuds High quality plug and play,BBOOM,Earphoone,Active black,3050,1953,-36%,,China
Ecocc【COD】 Earphone Bluetooth Wireless Headphones 60ms Low Latency TWS Gamer Bluetooth Earbuds Mic Bass Audio Sound Position PUBG Earphones High quality plug and play,Ecocc【COD】,In-Ear,White,2046,1166,-43%,,China
Xiaomi Mi W-57 Ear phone Head phone For Phones 3.5mm Jack with Mic best buzz White Color,Xiaomi,Wireless,Red,180,129,-28%,,Bangladesh
BBOOM MD128 Gaming Headsets Low Latency TWS Bluetooth Headphone Sound Positioning Wireless Earphone Noise Cancelling Gaming Earbuds High quality plug and play,BBOOM,Earphone,Black,2837,1900,-33%,,China
BBOOM Bone Conduction Headphones Bluetooth wireless Sports Earphone Headset Stereo Hands-free with microphone For Running Fast delivery from stock,BBOOM,In-Ear,baby pink,2531,1994,-21%,,China
Ecocc SK2 TWS Wireless Earphone Touch Bluetooth Headsets In The Ear Stereo Music Earplugs Sport Waterproof Headphones High quality plug and play,Ecocc,In-Ear,Active black,2018,1115,-45%,,China
